#id	length	GC	avg.qual	sample
SRR23295635.62	1444	51.73	93.00	SRR23295635
SRR23295635.63	1389	55.94	32.47	SRR23295635
SRR23295635.65	1401	56.03	23.68	SRR23295635
SRR23295635.66	1409	39.39	88.84	SRR23295635
SRR23295635.67	1409	39.32	92.70	SRR23295635
SRR23295635.68	1448	54.97	32.79	SRR23295635
SRR23295635.69	1456	55.56	26.85	SRR23295635
SRR23295635.70	1439	57.47	20.95	SRR23295635
SRR23295635.71	1426	56.17	33.76	SRR23295635
SRR23295635.72	1452	58.13	21.66	SRR23295635
SRR23295635.73	1480	49.66	29.87	SRR23295635
SRR23295635.74	1424	56.60	52.71	SRR23295635
SRR23295635.75	1487	49.56	28.93	SRR23295635
SRR23295635.76	1392	51.87	74.25	SRR23295635
SRR23295635.77	1447	50.10	64.72	SRR23295635
SRR23295635.78	1458	50.75	32.14	SRR23295635
SRR23295635.79	1468	55.45	53.29	SRR23295635
SRR23295635.80	1519	56.35	29.56	SRR23295635
SRR23295635.81	1421	52.57	36.67	SRR23295635
SRR23295635.82	1419	54.47	21.07	SRR23295635
SRR23295635.83	1437	55.32	41.57	SRR23295635
SRR23295635.84	1488	54.37	27.02	SRR23295635
SRR23295635.85	858	56.99	93.00	SRR23295635
SRR23295635.86	1497	54.04	34.52	SRR23295635
SRR23295635.87	1486	50.87	93.00	SRR23295635
SRR23295635.88	1471	54.52	93.00	SRR23295635
SRR23295635.89	1478	55.95	72.66	SRR23295635
SRR23295635.90	1448	57.39	92.98	SRR23295635
SRR23295635.91	1488	49.53	24.27	SRR23295635
SRR23295635.92	1395	53.41	58.36	SRR23295635
SRR23295635.93	1424	57.37	28.76	SRR23295635
SRR23295635.94	1457	56.14	28.37	SRR23295635
SRR23295635.95	1657	51.72	87.96	SRR23295635
SRR23295635.96	1481	49.56	74.91	SRR23295635
SRR23295635.97	1470	55.37	29.20	SRR23295635
SRR23295635.98	1458	57.61	23.43	SRR23295635
SRR23295635.99	1481	49.43	37.57	SRR23295635
SRR23295635.100	859	56.00	27.79	SRR23295635
SRR23295635.101	1446	55.53	26.94	SRR23295635
SRR23295635.102	1440	52.29	66.57	SRR23295635
SRR23295635.103	1420	50.92	58.77	SRR23295635
SRR23295635.104	1458	57.20	36.21	SRR23295635
SRR23295635.105	1481	49.43	42.26	SRR23295635
SRR23295635.106	1463	53.04	27.08	SRR23295635
SRR23295635.107	1447	55.63	87.26	SRR23295635
SRR23295635.108	1443	54.68	29.77	SRR23295635
SRR23295635.109	1435	54.43	27.05	SRR23295635
SRR23295635.110	1483	49.29	29.43	SRR23295635
SRR23295635.111	1481	49.56	93.00	SRR23295635
SRR23295635.112	1487	49.63	25.04	SRR23295635
SRR23295635.113	1481	54.83	93.00	SRR23295635
SRR23295635.114	1414	58.77	80.04	SRR23295635
SRR23295635.115	1405	57.72	56.80	SRR23295635
SRR23295635.116	1482	49.53	67.60	SRR23295635
SRR23295635.117	1481	49.56	93.00	SRR23295635
SRR23295635.118	1453	57.26	76.91	SRR23295635
SRR23295635.119	1464	57.38	92.99	SRR23295635
SRR23295635.120	1405	57.72	25.43	SRR23295635
SRR23295635.121	1481	49.49	62.07	SRR23295635
SRR23295635.122	1467	49.35	36.83	SRR23295635
SRR23295635.123	1461	57.49	24.29	SRR23295635
SRR23295635.124	1446	57.95	35.71	SRR23295635
SRR23295635.125	1406	55.19	51.63	SRR23295635
SRR23295635.126	1491	57.28	29.17	SRR23295635
SRR23295635.127	1484	55.39	93.00	SRR23295635
SRR23295635.128	1427	56.55	92.99	SRR23295635
SRR23295635.129	1448	55.18	38.92	SRR23295635
SRR23295635.130	1468	48.02	31.10	SRR23295635
SRR23295635.131	1440	57.15	24.73	SRR23295635
SRR23295635.132	1428	52.80	61.76	SRR23295635
SRR23295635.133	1439	55.73	34.66	SRR23295635
SRR23295635.134	1457	57.04	33.06	SRR23295635
SRR23295635.135	1479	49.36	29.73	SRR23295635
SRR23295635.136	1482	55.67	30.89	SRR23295635
SRR23295635.137	1483	49.43	23.36	SRR23295635
SRR23295635.138	1457	55.04	50.39	SRR23295635
SRR23295635.139	1413	56.76	26.18	SRR23295635
SRR23295635.140	1478	57.31	31.98	SRR23295635
SRR23295635.141	1480	49.46	33.42	SRR23295635
SRR23295635.142	1469	56.57	21.05	SRR23295635
SRR23295635.144	1441	55.52	25.56	SRR23295635
SRR23295635.145	1484	49.53	33.57	SRR23295635
SRR23295635.146	1407	55.86	36.36	SRR23295635
SRR23295635.147	1459	57.09	41.54	SRR23295635
SRR23295635.148	1455	57.04	22.32	SRR23295635
SRR23295635.149	1527	51.87	27.40	SRR23295635
SRR23295635.150	1452	57.16	29.90	SRR23295635
SRR23295635.151	1413	56.55	22.17	SRR23295635
SRR23295635.152	1452	57.16	61.62	SRR23295635
SRR23295635.153	1448	51.38	93.00	SRR23295635
SRR23295635.154	1451	56.65	93.00	SRR23295635
SRR23295635.155	1450	57.31	52.63	SRR23295635
SRR23295635.156	1486	49.60	28.36	SRR23295635
SRR23295635.157	1391	56.29	20.07	SRR23295635
SRR23295635.158	1476	49.53	23.66	SRR23295635
SRR23295635.159	1447	55.49	48.41	SRR23295635
SRR23295635.160	1481	49.43	93.00	SRR23295635
SRR23295635.161	1456	50.07	22.45	SRR23295635
SRR23295635.162	1427	56.13	33.87	SRR23295635
SRR23295635.163	1481	49.29	56.29	SRR23295635
SRR23295635.164	1437	50.45	32.58	SRR23295635
SRR23295635.165	1483	50.71	60.98	SRR23295635
SRR23295635.166	1396	52.72	29.55	SRR23295635
SRR23295635.167	1463	50.31	27.65	SRR23295635
SRR23295635.168	1482	49.46	40.29	SRR23295635
SRR23295635.169	1422	59.70	31.80	SRR23295635
SRR23295635.170	1457	54.84	22.41	SRR23295635
SRR23295635.171	1481	49.43	50.70	SRR23295635
SRR23295635.172	1451	56.93	20.38	SRR23295635
SRR23295635.173	1493	57.27	23.61	SRR23295635
SRR23295635.174	1477	54.03	66.68	SRR23295635
SRR23295635.175	1493	52.58	20.98	SRR23295635
SRR23295635.176	1447	55.77	27.03	SRR23295635
SRR23295635.177	1424	50.14	37.11	SRR23295635
SRR23295635.178	1480	49.59	32.48	SRR23295635
SRR23295635.179	1413	53.29	93.00	SRR23295635
SRR23295635.180	1474	57.19	22.22	SRR23295635
SRR23295635.181	1547	32.13	93.00	SRR23295635
SRR23295635.182	1484	49.39	37.36	SRR23295635
SRR23295635.183	1455	56.91	29.02	SRR23295635
SRR23295635.184	1458	57.41	79.17	SRR23295635
SRR23295635.185	1484	54.45	27.03	SRR23295635
SRR23295635.186	1434	56.35	25.39	SRR23295635
SRR23295635.187	1407	56.08	55.06	SRR23295635
SRR23295635.188	1481	49.43	65.68	SRR23295635
SRR23295635.190	1433	56.18	35.24	SRR23295635
SRR23295635.191	1430	56.29	26.63	SRR23295635
SRR23295635.192	1421	53.98	23.52	SRR23295635
SRR23295635.193	1424	57.58	33.97	SRR23295635
SRR23295635.194	1448	56.28	37.44	SRR23295635
SRR23295635.195	1481	49.36	91.55	SRR23295635
SRR23295635.196	1479	49.49	30.96	SRR23295635
SRR23295635.197	1472	49.86	21.73	SRR23295635
SRR23295635.198	1453	57.47	42.48	SRR23295635
SRR23295635.199	1427	52.77	30.14	SRR23295635
SRR23295635.201	1389	56.37	22.37	SRR23295635
SRR23295635.202	1446	55.33	30.59	SRR23295635
SRR23295635.203	1473	59.00	37.58	SRR23295635
SRR23295635.204	1443	57.80	30.41	SRR23295635
SRR23295635.205	1458	57.41	93.00	SRR23295635
SRR23295635.206	1476	54.34	28.67	SRR23295635
SRR23295635.207	1450	55.66	24.10	SRR23295635
SRR23295635.208	1442	58.04	25.43	SRR23295635
SRR23295635.209	1427	52.56	28.19	SRR23295635
SRR23295635.210	1459	58.33	31.22	SRR23295635
SRR23295635.211	1451	55.75	31.67	SRR23295635
SRR23295635.212	1490	56.11	75.17	SRR23295635
SRR23295635.213	1457	51.68	37.75	SRR23295635
SRR23295635.214	1453	57.05	79.43	SRR23295635
SRR23295635.215	1403	56.02	22.55	SRR23295635
SRR23295635.216	1497	58.85	23.81	SRR23295635
SRR23295635.217	1385	56.53	35.13	SRR23295635
SRR23295635.218	1446	55.74	28.55	SRR23295635
SRR23295635.219	1412	55.88	20.15	SRR23295635
SRR23295635.220	1482	49.53	78.32	SRR23295635
SRR23295635.221	1420	51.76	54.01	SRR23295635
SRR23295635.222	1420	54.44	21.23	SRR23295635
SRR23295635.223	1409	39.32	93.00	SRR23295635
SRR23295635.224	1449	50.52	26.51	SRR23295635
SRR23295635.225	1458	53.77	58.42	SRR23295635
SRR23295635.226	1429	55.91	26.57	SRR23295635
SRR23295635.227	1471	57.44	27.24	SRR23295635
SRR23295635.228	1481	49.49	58.00	SRR23295635
SRR23295635.229	1422	59.14	65.74	SRR23295635
SRR23295635.230	1440	43.33	21.61	SRR23295635
SRR23295635.231	1441	59.40	82.33	SRR23295635
SRR23295635.232	1459	52.84	20.61	SRR23295635
SRR23295635.233	1461	56.19	63.64	SRR23295635
SRR23295635.234	1402	56.35	57.46	SRR23295635
SRR23295635.235	1394	56.10	33.15	SRR23295635
SRR23295635.236	1450	56.07	66.66	SRR23295635
SRR23295635.237	1471	57.92	27.93	SRR23295635
SRR23295635.238	1426	56.10	92.97	SRR23295635
SRR23295635.239	1447	55.63	61.06	SRR23295635
SRR23295635.240	1454	57.36	33.71	SRR23295635
SRR23295635.241	1416	56.14	31.60	SRR23295635
SRR23295635.243	1414	55.09	33.15	SRR23295635
SRR23295635.244	1460	56.92	25.52	SRR23295635
SRR23295635.245	1446	57.19	89.79	SRR23295635
SRR23295635.246	1466	50.41	23.02	SRR23295635
SRR23295635.247	1445	57.51	31.90	SRR23295635
SRR23295635.248	1513	52.15	22.48	SRR23295635
SRR23295635.249	1434	53.00	25.61	SRR23295635
SRR23295635.250	1482	49.39	31.51	SRR23295635
SRR23295635.251	1545	32.17	30.99	SRR23295635
SRR23295635.252	1481	49.49	53.58	SRR23295635
SRR23295635.253	1482	49.46	29.79	SRR23295635
SRR23295635.254	1414	55.23	93.00	SRR23295635
SRR23295635.255	1450	57.24	93.00	SRR23295635
SRR23295635.256	1455	57.25	30.76	SRR23295635
SRR23295635.257	1392	51.72	92.84	SRR23295635
SRR23295635.258	1426	57.50	22.05	SRR23295635
SRR23295635.259	1437	56.23	32.25	SRR23295635
SRR23295635.260	1423	56.29	29.11	SRR23295635
SRR23295635.261	1500	54.47	22.43	SRR23295635
SRR23295635.262	1447	50.10	51.37	SRR23295635
SRR23295635.263	1474	54.34	61.89	SRR23295635
SRR23295635.264	1388	56.48	31.84	SRR23295635
SRR23295635.265	1479	49.56	30.82	SRR23295635
SRR23295635.266	1481	49.49	91.14	SRR23295635
SRR23295635.267	1410	39.29	29.07	SRR23295635
SRR23295635.268	1421	55.10	32.09	SRR23295635
SRR23295635.269	1453	57.05	83.98	SRR23295635
SRR23295635.270	1481	49.56	35.79	SRR23295635
SRR23295635.271	1446	59.06	30.95	SRR23295635
SRR23295635.272	1460	59.93	20.60	SRR23295635
SRR23295635.273	1453	56.92	93.00	SRR23295635
SRR23295635.274	1437	54.49	28.95	SRR23295635
SRR23295635.275	1459	57.16	93.00	SRR23295635
SRR23295635.276	1466	57.16	23.30	SRR23295635
SRR23295635.277	1445	53.77	21.54	SRR23295635
SRR23295635.278	1525	47.48	35.83	SRR23295635
SRR23295635.279	1460	57.81	70.86	SRR23295635
SRR23295635.280	1480	49.46	21.00	SRR23295635
SRR23295635.281	1434	50.35	88.59	SRR23295635
SRR23295635.282	1410	54.26	27.94	SRR23295635
SRR23295635.283	1420	56.41	93.00	SRR23295635
SRR23295635.284	1481	49.56	92.98	SRR23295635
SRR23295635.285	1497	52.04	35.74	SRR23295635
SRR23295635.286	1481	49.56	45.33	SRR23295635
SRR23295635.287	1450	56.48	27.33	SRR23295635
SRR23295635.288	1415	52.65	25.50	SRR23295635
SRR23295635.289	1482	49.46	35.63	SRR23295635
SRR23295635.290	1413	58.10	29.74	SRR23295635
SRR23295635.291	1410	54.75	91.86	SRR23295635
SRR23295635.292	1448	50.48	55.28	SRR23295635
SRR23295635.293	1462	56.70	27.65	SRR23295635
SRR23295635.294	1454	58.46	21.43	SRR23295635
SRR23295635.295	1453	57.19	33.34	SRR23295635
SRR23295635.296	1462	55.34	30.36	SRR23295635
SRR23295635.297	1449	57.56	27.69	SRR23295635
SRR23295635.298	1459	57.16	33.49	SRR23295635
SRR23295635.299	1502	53.00	30.35	SRR23295635
SRR23295635.300	1443	52.95	88.36	SRR23295635
SRR23295635.301	1479	57.54	93.00	SRR23295635
SRR23295635.302	1467	58.08	24.81	SRR23295635
SRR23295635.303	1459	56.00	34.76	SRR23295635
SRR23295635.304	1458	57.34	67.93	SRR23295635
SRR23295635.305	1484	50.20	25.36	SRR23295635
SRR23295635.306	1448	54.97	41.56	SRR23295635
SRR23295635.307	1427	54.87	23.49	SRR23295635
SRR23295635.308	1480	49.53	50.70	SRR23295635
SRR23295635.309	1436	56.55	34.30	SRR23295635
SRR23295635.310	1409	55.64	23.78	SRR23295635
SRR23295635.311	1481	49.56	79.51	SRR23295635
SRR23295635.312	1447	56.19	36.78	SRR23295635
SRR23295635.313	1481	49.43	85.79	SRR23295635
SRR23295635.314	1477	49.29	23.66	SRR23295635
SRR23295635.315	1424	52.74	27.84	SRR23295635
SRR23295635.316	1452	57.16	22.08	SRR23295635
SRR23295635.317	1458	56.79	39.63	SRR23295635
SRR23295635.318	1423	53.20	31.37	SRR23295635
SRR23295635.319	1440	55.76	92.87	SRR23295635
SRR23295635.320	1481	49.63	21.76	SRR23295635
SRR23295635.321	1426	45.09	93.00	SRR23295635
SRR23295635.322	1441	55.59	28.06	SRR23295635
SRR23295635.323	1501	57.16	22.02	SRR23295635
SRR23295635.324	1419	56.45	93.00	SRR23295635
SRR23295635.325	1462	56.98	37.59	SRR23295635
SRR23295635.326	1481	49.43	92.93	SRR23295635
SRR23295635.328	1452	59.30	39.93	SRR23295635
SRR23295635.329	1505	56.15	21.33	SRR23295635
SRR23295635.330	1399	56.68	25.95	SRR23295635
SRR23295635.331	1455	58.21	31.19	SRR23295635
SRR23295635.332	1425	51.65	35.85	SRR23295635
SRR23295635.333	1433	43.34	20.04	SRR23295635
SRR23295635.334	1420	56.55	30.26	SRR23295635
SRR23295635.335	1481	49.36	41.64	SRR23295635
SRR23295635.336	1438	56.47	24.58	SRR23295635
SRR23295635.337	1436	56.41	24.42	SRR23295635
SRR23295635.338	1493	49.43	23.77	SRR23295635
SRR23295635.339	1422	59.35	43.37	SRR23295635
SRR23295635.340	1420	51.06	56.97	SRR23295635
SRR23295635.341	1465	52.42	21.94	SRR23295635
SRR23295635.342	1435	56.72	21.92	SRR23295635
SRR23295635.343	1449	53.83	24.81	SRR23295635
SRR23295635.344	1583	52.94	37.65	SRR23295635
SRR23295635.345	1462	57.59	23.98	SRR23295635
SRR23295635.346	1482	49.46	32.62	SRR23295635
SRR23295635.347	1439	58.65	93.00	SRR23295635
SRR23295635.348	1420	57.61	92.91	SRR23295635
SRR23295635.349	1407	56.01	51.62	SRR23295635
SRR23295635.350	1458	56.86	65.51	SRR23295635
SRR23295635.351	1428	51.33	24.50	SRR23295635
SRR23295635.352	1523	56.53	93.00	SRR23295635
SRR23295635.353	1454	56.74	28.51	SRR23295635
SRR23295635.354	1487	50.50	34.02	SRR23295635
SRR23295635.355	1412	54.46	30.73	SRR23295635
SRR23295635.356	1482	49.60	33.21	SRR23295635
SRR23295635.357	1462	54.58	21.48	SRR23295635
SRR23295635.358	1498	51.87	22.88	SRR23295635
SRR23295635.359	1477	49.22	21.97	SRR23295635
SRR23295635.360	1385	56.46	36.80	SRR23295635
SRR23295635.361	1449	59.35	22.77	SRR23295635
SRR23295635.362	1447	54.94	31.72	SRR23295635
SRR23295635.363	1457	57.38	31.94	SRR23295635
SRR23295635.364	1447	54.60	56.14	SRR23295635
SRR23295635.365	1452	57.30	93.00	SRR23295635
SRR23295635.366	1474	54.41	21.48	SRR23295635
SRR23295635.367	1461	50.99	28.39	SRR23295635
SRR23295635.368	1512	58.20	23.53	SRR23295635
SRR23295635.369	1420	56.41	21.15	SRR23295635
SRR23295635.370	1483	49.49	46.46	SRR23295635
SRR23295635.371	1477	58.16	22.05	SRR23295635
SRR23295635.372	1455	58.08	27.11	SRR23295635
SRR23295635.373	1403	56.24	26.84	SRR23295635
SRR23295635.374	861	56.21	93.00	SRR23295635
SRR23295635.375	1447	57.84	19.95	SRR23295635
SRR23295635.376	1409	39.32	90.67	SRR23295635
SRR23295635.377	1420	56.97	22.37	SRR23295635
SRR23295635.378	1447	55.91	37.51	SRR23295635
SRR23295635.379	1481	49.43	56.92	SRR23295635
SRR23295635.380	1414	54.31	44.44	SRR23295635
SRR23295635.381	1448	50.48	79.39	SRR23295635
SRR23295635.382	1481	49.56	79.56	SRR23295635
SRR23295635.383	1491	49.56	22.28	SRR23295635
SRR23295635.384	1464	50.48	93.00	SRR23295635
SRR23295635.385	1408	49.01	32.26	SRR23295635
SRR23295635.386	1439	53.44	92.96	SRR23295635
SRR23295635.387	1449	56.80	25.88	SRR23295635
SRR23295635.388	1637	50.70	23.19	SRR23295635
SRR23295635.389	1410	50.92	63.00	SRR23295635
SRR23295635.390	1426	56.17	30.67	SRR23295635
SRR23295635.391	1477	55.18	22.69	SRR23295635
SRR23295635.392	1446	55.53	21.91	SRR23295635
SRR23295635.393	1419	56.24	34.47	SRR23295635
SRR23295635.394	1486	56.06	27.75	SRR23295635
SRR23295635.395	1427	54.03	35.59	SRR23295635
SRR23295635.396	1499	49.63	21.32	SRR23295635
SRR23295635.397	1413	52.44	25.27	SRR23295635
SRR23295635.398	1447	55.63	51.37	SRR23295635
SRR23295635.399	1447	56.19	38.78	SRR23295635
SRR23295635.400	1447	62.20	44.39	SRR23295635
SRR23295635.401	1489	50.30	38.41	SRR23295635
SRR23295635.402	1407	42.22	21.79	SRR23295635
SRR23295635.403	1443	55.79	28.88	SRR23295635
SRR23295635.404	1463	56.19	20.63	SRR23295635
SRR23295635.405	1478	49.59	33.47	SRR23295635
SRR23295635.406	1485	49.49	29.64	SRR23295635
SRR23295635.407	1480	49.12	26.93	SRR23295635
SRR23295635.408	1458	58.16	83.27	SRR23295635
SRR23295635.409	1407	55.15	38.75	SRR23295635
SRR23295635.410	1451	56.44	93.00	SRR23295635
SRR23295635.411	1449	57.21	30.45	SRR23295635
SRR23295635.412	1465	52.97	45.65	SRR23295635
SRR23295635.413	1484	55.26	20.64	SRR23295635
SRR23295635.414	1406	58.25	24.92	SRR23295635
SRR23295635.415	1480	51.69	32.12	SRR23295635
SRR23295635.416	1481	49.49	93.00	SRR23295635
SRR23295635.417	1481	49.56	60.47	SRR23295635
SRR23295635.418	1421	53.91	25.40	SRR23295635
SRR23295635.419	1482	55.67	23.07	SRR23295635
SRR23295635.420	1419	55.74	20.39	SRR23295635
SRR23295635.421	1446	55.74	34.16	SRR23295635
SRR23295635.422	1516	51.06	21.47	SRR23295635
SRR23295635.423	1476	55.56	25.60	SRR23295635
SRR23295635.424	1419	48.98	93.00	SRR23295635
SRR23295635.425	1404	55.70	68.56	SRR23295635
SRR23295635.426	1473	56.42	30.19	SRR23295635
SRR23295635.427	1455	57.32	29.09	SRR23295635
SRR23295635.428	1458	57.48	91.95	SRR23295635
SRR23295635.429	1465	57.68	21.91	SRR23295635
SRR23295635.430	1468	56.20	36.94	SRR23295635
SRR23295635.431	1483	49.83	27.34	SRR23295635
SRR23295635.432	1482	49.46	31.20	SRR23295635
SRR23295635.433	1407	55.93	93.00	SRR23295635
SRR23295635.434	1448	56.28	34.32	SRR23295635
SRR23295635.435	1489	51.44	30.50	SRR23295635
SRR23295635.436	1515	54.46	24.51	SRR23295635
SRR23295635.437	1409	39.32	93.00	SRR23295635
SRR23295635.438	1429	58.29	22.66	SRR23295635
SRR23295635.439	1427	52.00	45.54	SRR23295635
SRR23295635.440	1457	56.76	38.63	SRR23295635
SRR23295635.441	1741	50.20	46.75	SRR23295635
SRR23295635.442	1444	58.17	28.75	SRR23295635
SRR23295635.443	1447	55.63	93.00	SRR23295635
SRR23295635.444	1479	55.24	78.17	SRR23295635
SRR23295635.445	1434	55.16	20.59	SRR23295635
SRR23295635.446	1647	45.60	84.49	SRR23295635
SRR23295635.447	1481	49.76	56.25	SRR23295635
SRR23295635.448	1442	56.73	26.24	SRR23295635
SRR23295635.449	1499	54.50	33.04	SRR23295635
SRR23295635.450	1458	58.23	64.63	SRR23295635
SRR23295635.451	1402	56.42	43.46	SRR23295635
SRR23295635.452	1446	58.23	21.85	SRR23295635
SRR23295635.453	1447	55.29	75.02	SRR23295635
SRR23295635.454	1445	57.37	42.51	SRR23295635
SRR23295635.455	1480	49.53	33.86	SRR23295635
SRR23295635.456	1429	40.80	27.60	SRR23295635
SRR23295635.457	1472	56.45	27.68	SRR23295635
SRR23295635.458	1461	57.29	38.60	SRR23295635
SRR23295635.459	1452	57.30	47.55	SRR23295635
SRR23295635.460	1438	55.63	76.48	SRR23295635
SRR23295635.461	1456	57.55	24.99	SRR23295635
SRR23295635.462	1495	56.66	43.31	SRR23295635
SRR23295635.463	1446	54.98	93.00	SRR23295635
SRR23295635.464	1460	55.96	23.90	SRR23295635
SRR23295635.465	1481	49.70	30.52	SRR23295635
SRR23295635.466	1458	57.41	92.72	SRR23295635
SRR23295635.468	1476	49.39	21.10	SRR23295635
SRR23295635.469	1439	57.54	28.23	SRR23295635
SRR23295635.471	1446	54.91	45.12	SRR23295635
SRR23295635.472	1481	49.83	25.49	SRR23295635
SRR23295635.473	1427	55.78	47.11	SRR23295635
SRR23295635.474	1466	56.62	23.66	SRR23295635
SRR23295635.475	1481	49.56	92.59	SRR23295635
SRR23295635.476	1391	52.34	33.48	SRR23295635
SRR23295635.477	1407	56.01	81.51	SRR23295635
SRR23295635.478	1445	51.35	21.16	SRR23295635
SRR23295635.479	1480	56.08	21.64	SRR23295635
SRR23295635.480	1425	55.37	35.17	SRR23295635
SRR23295635.481	1502	51.46	28.48	SRR23295635
SRR23295635.482	1481	49.43	56.70	SRR23295635
SRR23295635.483	1439	57.19	23.82	SRR23295635
SRR23295635.484	1510	52.12	23.99	SRR23295635
SRR23295635.485	1401	56.75	22.56	SRR23295635
SRR23295635.486	1480	54.12	26.50	SRR23295635
SRR23295635.487	1469	56.23	25.44	SRR23295635
SRR23295635.488	1415	47.21	21.09	SRR23295635
SRR23295635.489	1448	50.55	76.71	SRR23295635
SRR23295635.490	1523	56.53	52.59	SRR23295635
SRR23295635.491	1449	55.07	34.01	SRR23295635
SRR23295635.492	1458	56.79	22.50	SRR23295635
SRR23295635.493	1282	33.54	54.52	SRR23295635
SRR23295635.494	1449	56.31	42.28	SRR23295635
SRR23295635.495	1460	58.22	25.39	SRR23295635
SRR23295635.496	1406	57.47	21.71	SRR23295635
SRR23295635.497	1440	53.12	27.25	SRR23295635
SRR23295635.498	1445	58.82	41.36	SRR23295635
SRR23295635.499	1388	56.41	38.42	SRR23295635
SRR23295635.500	1447	55.01	38.29	SRR23295635
SRR23295635.501	1467	49.35	90.31	SRR23295635
SRR23295635.502	1446	56.22	23.21	SRR23295635
SRR23295635.503	1462	59.85	24.24	SRR23295635
SRR23295635.504	1459	59.08	37.63	SRR23295635
SRR23295635.505	1450	56.21	23.84	SRR23295635
SRR23295635.506	1499	52.17	31.80	SRR23295635
SRR23295635.507	1425	57.89	24.35	SRR23295635
SRR23295635.508	1448	50.48	92.71	SRR23295635
SRR23295635.509	1490	56.51	80.71	SRR23295635
SRR23295635.510	1412	60.13	29.62	SRR23295635
SRR23295635.511	1471	57.58	64.63	SRR23295635
SRR23295635.512	1449	56.04	92.93	SRR23295635
SRR23295635.513	1436	55.50	93.00	SRR23295635
SRR23295635.514	1456	57.28	25.73	SRR23295635
SRR23295635.515	1429	54.02	28.93	SRR23295635
SRR23295635.516	1444	60.25	93.00	SRR23295635
SRR23295635.517	1475	54.44	46.67	SRR23295635
SRR23295635.518	1438	52.02	23.17	SRR23295635
SRR23295635.519	1481	49.56	58.57	SRR23295635
SRR23295635.520	1477	54.71	51.51	SRR23295635
SRR23295635.521	1441	57.53	92.88	SRR23295635
SRR23295635.522	1392	56.68	21.81	SRR23295635
SRR23295635.523	1484	53.71	42.32	SRR23295635
SRR23295635.524	1444	57.27	23.53	SRR23295635
SRR23295635.525	1442	55.48	22.39	SRR23295635
SRR23295635.526	1442	60.19	63.85	SRR23295635
